Column1;userName;content;score;reviewCreatedVersion
363;Adi Tri Juliansyah;Super easy to use;5;1.8.1
365;William Kierana;Aplikasi Investasi terbaik pernah Ada, friendly use, sebagai masukan tambahan padang saat beli portfolio untuk dibanyakin bank atau bank digital;5;1.8.1
366;Verani Thomas;Pilihan produk cukup banyak, update NAB paling cepat dibanding APERD lain, penggunaan juga cukup mudah. 👍;5;1.8.1
367;Firzi Avisena;Yesh;5;1.8.1
373;heru eko Herwanto;Good apps;5;1.7.10
374;Yuanita Mirza;Apps nya lumayan user friendly untuk pemula yg mau punya reksa dana, udah mulai gampang buat transaksi Krn menerima banyak bank, cuma biaya administrasi nya masih mahal sih. Semoga semakin baik kedepannya nya.;5;1.8.1
376;Adi Hendrawan;Bagus;5;1.8.1
377;Widhan Riandi;Mantaf;5;1.8.1
378;the rangersolid;Nice financial and investment apps :D Totally recommended!;5;1.7.2
379;Bloodstones channel;Excellent;5;1.8.1
380;Fauzi Ahmad;Good;5;
381;Tiar Rynaldi;Mantap;5;1.8.1
382;Yohanes Lukkyto;Mudah dipahami dengan UI yang simpel;5;1.8.1
383;rika adiana;sering kndala aja.. buka aplikasi kyak bolak balik hlman gthu..;5;1.7.10
384;Cerita Sandwich;GOOD;5;1.7.2
385;social abdul;Mamtap;5;1.8.1
387;Fandi Rahman Ariyanto;Easy to use;5;1.8.1
388;Handi Lee;Mudah digunakan dan sistem pembayaran semakin banyak pilihan.;5;1.8.1
389;Jonn;Mantull...buat transaksi ketjil;5;1.8.1
390;lusiana chandra dewi;Aplikasi paling user friendly menurutku... Dan free biaya jual 👍 pakai ini karena rekomendasi Ci Felicia 😍;5;1.8.1
391;Redo Anya Rizkyansyah;cukup komplit pilihan reksadana nya, aplikasi tidak begitu berat.. Bisa switching ke produk reksadana lain secara mudah;5;1.8.1
392;Hillman Wira;Good aplication;5;1.8.1
393;Susanti Dewi;Cara mudah investasi reksadana ya di bareksa Mulai dari proses pendaftaran sampai pembelian unit cukup mudah, user friendly, bagi yang awam juga mudah dipahami;5;
394;Fariz Kahfi;Please add widget feature so we can see our porto highlight without open the app. Thank you.;5;1.8.1
395;Jeffry Nugraha;Luar biasa. Baru malam direport ga kompatibel. Paginya langsung muncul versi baru. Jempol dah;5;1.8.1
398;Evania Shabrina;Setelah update terbaru. Bagian metode pembayarannya tidak muncul;5;1.7.10
399;Susi Ridha;Good app, interfacenya simple, beli RD nggak ribet lagi.;5;1.7.2
400;Rinawati Simalango;Easy to use , wish me get rich here;5;1.7.10
401;Wahyu Setiawan;Ok;5;1.7.2
402;Asep Ferdiansyah;Good;5;1.7.10
403;Sherry Wang;Great apps..;5;
404;karim taruna;Nice appp...robonya best;5;1.7.10
405;Ardian Arief Wibawa;Aplikasi yang memudahkan investor pemula untuk berinvestasi di instrumen investasi yang beragam. Rekomendasi produk investasi yang bagus dan profitable.;5;1.7.10
406;Teguh Setiawan;Praktis;5;1.7.10
408;tri wahyu;Cakep bingitz apl nya;5;1.7.10
411;Graciella Liginia Pramono;Easy to use Very helpful;5;1.7.10
412;Abdul channel;Lancar;5;1.7.10
413;Armen Damanhuri;Mudah penggunaan nya...;5;1.7.10
414;Bayu eMBee;Can you add digital BCA in your system?;5;1.7.10
415;A Google user;Bagus;5;1.7.10
416;wahyu utami;Sangat mengerti kebutuhan customer nya;5;1.7.10
417;Yanti Rosye Marini Kondoy;Good apps;5;1.7.2
418;Wil;Jadi nasabah sejak 2018 pas UI masih burik. Sekarang udah beda jauh. Moga kedepannya ada inovasi dari segi security misalnya tambahin 2FA;5;1.7.10
419;David Susanto;Satisfied so far. If only RD has some kind of RDN so its easier to withdraw and re-invest.;5;
420;Faisal 84;Aplikasi pertama yang saya pakai buat investasi reksadana, MI lumayan lengkap, sejauh ini bagus.;5;1.7.10
421;Armando Sundjaja;Oke semoga bagus dan bisa profit dari sini...;5;1.7.10
424;Primanda AN;Easy for use;5;1.7.10
425;Indra Goen Gunawan;Thanks, jd gampang investasi skrg;5;1.7.10
427;Mahardika Halim;Bad application and unreliable. Can't login with fingerprint nor PIN. Aplikasinya tidak bisa diandalkan, bisa tiba-tiba tidak bisa login.;5;1.7.10
428;Rafi'udin Az-Zanky;This apps educate me how to manage my financial profitable;5;1.7.10
429;Sesadri Sesadri;Very good experience investing through this app!;5;1.7.10
430;Alfi Anfi Cahyono;Not bad;5;
431;Novitawelly Claph;Gaji UMR bisa invest : D;5;1.7.2
433;Ririn Sefrina;Mudah dipakai;5;1.7.10
435;Gusnul Pribadi;Easy to use;5;1.7.10
436;Elysabeth Stevany;Nyaman, praktis, lancar, jarang eror;5;1.7.2
437;made dewi novita;Simple dan membantu;5;1.7.10
438;rahamawati putri;Good;5;1.7.10
440;Ikhlas Lauzark;Good game;5;
442;noer mardlatillah;Setelah d update da tambahan opsi penmbayaran jadi lebih flexibel dan semua sudah otomatis, lebih terbantu untuk beli dan jual;5;1.7.6
443;sabrang wowo;Great investment App;5;1.7.10
444;D R;Very good!;5;
445;Lingga;Mantap produk syariah nya juga banyak pilihan 👍🏻;5;1.7.10
446;Andreas Simon;Simple and easy to use. Moreover this app is so helpful for me who stays abroad. Thanks;5;1.7.10
448;tika sitompul;Sangat sesuai untuk pemula seperti saya.;5;1.7.10
449;Joko Waluyo;My primary application for investing. Great.;5;1.7.10
451;Muhammad Fatan;mudah digunakan, tampilannya juga simple dan elegan, oke banget deh aplikasinya 👍;5;
452;Eka Yusmiarti;Aplikasi nomor satu bwt beli reksadana, banyak varian reksadana serta mudah proses transaksi beli maupun jual kembali.;5;1.7.10
454;Finka Hendratantular;User friendly and minimum tech error;5;1.7.10
456;Christiana Laura;When you need to invest, it's a good app;5;1.7.10
457;Alex Jack;Very Good Apps....can help me for invest;5;1.7.10
460;Mutiara Alnisa;Good;5;1.7.10
461;bondan mintardjo;Sempurna.;5;1.7.2
462;T Rex;update dark theme, biar keliatan modern;5;
463;Putri Mayangsari;Mudah di akses dan lancar jaya;5;1.7.10
465;Myra Esfandiary;Good investment;5;1.7.10
467;Alex Kurniawan;App ok buat bantu beli reksadana;5;1.7.10
470;Rony Syahroni;Ok;5;1.7.10
471;Gabriel Gani;Ga tau;5;1.7.10
472;Andri Prasukma;Makin hari aplikasinya semakin memudahkan nasabah.👍;5;1.7.10
473;Willyam Marga;Keren, mudah dimengerti;5;1.7.10
474;Ayu Agung Vera;Bagus;5;1.7.10
475;arya saputra;simple and user friendly UI and UX , many promo and tools;5;1.7.10
476;Andreas Adhi;Tampilan ok. Mudah dimengerti. Cepat. Nice and keep up good things in your job!;5;1.7.10
477;Fendi Haryanto;Big Benefits 👍;5;1.7.10
478;Fendy Irmanda;Goood;5;1.7.6
479;Cecilia Hermayanti;Been a year with bareksa and no complaint;5;1.7.10
480;adi susanto;Market place reksadana yang cukup lengkap, aman, cepat. Saran aja, tambahin fitur dimana user bisa punya banyak portfolio, misal buat dana pensiun, dana hiburan, dana pendidikan, dll.;5;1.7.10
481;Raditya Paramandaru;Easy to use, easy to top up.;5;1.7.10
483;Muhamad Irvan Firdaus;Memudahkan;5;1.7.10
484;Hi there;Genius Apps, I love this alots;5;1.7.6
485;Egi Sujana;Good;5;1.7.6
486;Andreas Evert;Nice;5;1.7.2
487;Abdul Jawad;feel safe ya pake bareksa. transaksi aman dan mudah, UI+UX nya menurutku bareksa yg paling kece. dapet news dan artikel investing/market juga tiap hari. untuk fitur analisisnya bagus dan simpel bisa evaluasi semua jenis/produk RD sekaligus, hanya kalau bisa mohon tambah data CAGR sama drawdown. setelah update udah ga pernah force close lagi. thank youuu;5;1.7.10
488;dw hidayat;Ok;5;1.7.6
490;irfan nugroho;Very good;5;1.7.6
493;Eddy H Sihombing;Very good aps;5;1.7.6
494;Agus Rochmad Tri Raharjo;Semoga opsi pembayaran bisa lebih lengkap. :);5;1.7.2
495;temi lukman;TOP;5;1.7.6
496;Moch Fajar;Udah pake selama 2 tahunan, selama ini itu ga pernah ada kendala pembelian ataupun penjualan Reksadana, mantap lah 👍👍;5;1.7.6
498;Hari Wibowo;Good app, easy to use for beginners. Keep up the good work;5;1.7.6
499;Azas S. Prayogi;Simple and good app;5;1.7.6
500;Theresia S;Artikel nya up to date dan lengkap, jg ada program donasi, cashback dll saat membeli produk RD, dan banyak produk MI yg jawara di dalamnya disertai peringkat 1-5 di tiap jenis produk nya. Pembeliannya jg mudah, cepat dan terpercaya(krn terdaftar di OJK).;5;1.7.6
501;IP Arsana;Simpel dan ok banget;5;
502;Markus Oey;Bagus..akurat..mudah;5;1.7.6
503;U _ and To Jr;Awesome !!!;5;1.7.6
504;Kenn Lazuardhi Syarnubi;Sip. Fixed;5;1.7.6
505;Rahmad Putra;Edit -- Why it keeps switching tab when I want to scroll down the product? Please do something about it. Problem solved after updated;5;1.7.2
506;Muhamad Fudolah;Setelah update terbaru ga bisa dibuka dan aplikasi selalu restart di pocophone f1;5;1.7.6
507;Fauzan Nu'man;Selama dua tahun ini masih puas pakai bareksa 👍🏾;5;1.7.6
508;Eko Ning;Josss;5;1.7.6
509;Panji Wahyu;This app makes people save funds piece of cake, i recommended this app;5;1.7.6
511;A Ahmad Fauzi;Love new UI/UX. Thanks Bareksa;5;
513;Darmawan I P G B., DVM;Good;5;1.7.6
515;Nadiazka HP;Amazing;5;1.7.6
516;Yakobus Riyanto;Aplikasi yang bagus untuk menabung reksadana. Seandainya ada fitur utk membuat goal tertentu akan lebih bagus. Misalnya dana pensiun, dana pendidikan, dll;5;1.7.6
517;Gunawan Wijaya;Easy to use and helpful for starter investor;5;1.7.6
518;Meky Santosa;Jual beli reksadana jadi simpel banget.;5;1.7.6
519;Kev Ted;Sangat puas dengan Bareksa. UInya enak, pilihannya lengkap dan informatif. CSnya juga fast response. nice apps for investing 👌🏻;5;1.7.6
521;Evie Widiastuti;Apps bareksa sangat memudahkan, investasi menjadi mudah dan praktis;5;1.7.6
523;Widyanto S. Hasta;Aplikasi yang sangat baik, membantu kita untuk bisa investasi reksadana dan SBN.;5;1.7.2
525;Ester Yuniawati;Nice app, mudah untuk memahami investasi reksadana, sering ada promo;5;1.7.2
526;Lintang Januari;Mudah digunakan dan pilihan reksadananya lengkap;5;1.7.6
527;Axcellao Int;Good app, easy to use, multiple choice to invest;5;1.7.2
528;ariko inatachio;good app, user friendly, utk yg tertarik invest reksadana dll;5;
529;Yasir Jaya;Gorgeous;5;1.7.2
531;shinta ophof;aplikasi yang mudah digunakan dan staff customer service yang sangat responsif dan supportive. Semakin merasa aman menjadi investor di bareksa.;5;1.7.2
532;philippe hidayat;Easy to use and trusted;5;1.7.2
533;伶俐黃;First time trying bareksa, works well even if I am at overseas now .;5;1.7.2
534;Susan Huang;So useful and we can diversification our portfolio in many option;5;1.7.2
535;Marsela Vianita;User friendly;5;1.7.2
536;Robert 123;Platform yang baik buat kalian yang mau mulai untuk belajar dan mulai berinvestasi 😁😁😁;5;1.7.2
537;Waris Saragi;Good;5;1.7.2
538;M. Razzaq Arrasyid;Mudah dan lengkap;5;
539;Wandy Andika;Good app and easy to use;5;1.7.2
542;Leidy Noura;Bismillah kaya;5;1.7.2
543;Octalina Gendhis;Aplikasi reksa dana keren;5;1.7.2
544;Thohir Afandi;Sebagai pemula, aplikasi ini cukup mudah digunakan. Fitur-fitur yang tersedia juga sangat membantu.;5;
545;Niswatun Faria;Investasi reksadana menjadi mudah. Dan banyak produk2 pilihan dan bagus2. Proses pembelian dan penjualan mudah dan cepat..;5;1.7.2
546;Ravic Gybnimous;Excellent app pokoke;5;1.7.2
547;Daniel Gunawan;easy to use, friendly interface, and low frequency of ads;5;1.7.2
548;sen keqen;Aplikasinya bagus, mudah digunakan;5;1.7.2
549;wastu widiawan;Absolutely stunning;5;1.7.2
550;hardian erawanto;Nyaman;5;1.7.2
551;imam ujiantoro;Good;5;1.7.2
552;Edy Tri Kurniawan;Tabungan masa depan 😁;5;1.7.2
553;Anggara Padang;Kadang klo ada update terbaru, aplikasinya suka ngehang.;5;1.7.2
554;Dyani Mustikarini;Platform reksadana andalanku. Belum coba jual krn baru invest sekitar 3 bulan. Semoga bertumbuh sesuai tujuan investasi jangka panjang 💪;5;1.7.2
557;Kelvin Wijaya;Aplikasi pertama yang ajarin saya untuk selalu menabung buat masa depan;5;1.7.2
559;Lina Sari;Mudah dan aman;5;1.7.2
560;Andy This is me;User friendly..;5;1.7.2
562;sauma ishak;simple and easy;5;1.7.2
563;Kirana Hizana;Sudah bertahun tahun menikmati passive income dari sini;5;1.7.1
565;Desy Rakhmawati;Good and reliable investment apps;5;1.7.2
567;Maria Monica;Great app;5;1.7.2
568;bety sakinah;Beginner friendly. Easy to use. Sometimes it blinks and keeps on closing when opening the app. Make sure to update to the latest version and it is fixed.;5;1.7.2
569;adam prayuda;Thats good investment portfolio for range longtime thankyou bareksa;5;1.7.2
570;Kindly Anugerah;Penggunan nya sangat mudah;5;1.7.2
571;Andre William;Lengkap dan banyak Promo2, sambil investasi bisa dapat doorprize 👍 bagus buat plan pensiun dengan nabung di bareksa ❤️;5;1.7.2
572;siswantoro wes;Easi aplikasi. Banyam pilihan investasi;5;1.7.2
574;Owenz Nora;Padahal gw ad pake ipot. Tp utk beli reksadana tetap lbh enak via bareksa. 🤭 Tampilannya lbh gampang dimengerti. Semoga sampe 10 / 20 taon ke depan tetap 👍👍👍👍👍;5;1.7.2
575;Agung Sinulingga;Good apps, easier to make investment without filling up bunch of paper. Need more option on payment, or if possible regular schedulle payment from credit card or direct debit.;5;1.7.2
576;errik maulana;Good;5;1.7.2
577;Maria christyy;Its easy way to saving and invest;5;1.7.2
580;hasta aryono;Nice app;5;1.7.2
583;Yusur Yadin;Easy to use. Reliable;5;
584;Susi Elvina;good app;5;1.7.2
585;Rudy Limjadi;Nice apps;5;1.7.1
590;dwi noviati;Good.;5;1.7.1
591;Sekartaji Arumningtyas;Over all its good. But i can't open my account been 2 weeks. It keep blinking even after i updated or restart my phone. What should i do?;5;1.7.1
592;Muhammad Harits;Good application for invesment;5;1.7.0
595;Aryo Budhi Susilo;Very good.;5;1.7.1
596;Vito Yin;Sukaaa;5;1.7.1
597;shofia aini;Mantappp;5;
598;Bayu Aji;Easy to use;5;1.7.1
599;Iqbal Reza Muslim;Go bareksa goooo pestu;5;
600;Yin Nathan;Easy to use;5;1.7.1
601;Andry Yudianto;App is very good and have more features.;5;1.7.1
602;Sutarman Djogosupadmo;Aman, praktis, informatif, friendly... sangat bermanfaat;5;1.7.1
606;suci ruyeningrum;Bagus;5;1.7.1
608;Ahmad Zarkasyi;pilihan terbaik utk rencanakan impian masa depan;5;1.7.1
611;Teza Mutiara;Sangat user friendly. Loove it.;5;1.7.1
613;Elisa Edwin Alexander;So far so good.;5;1.7.1
614;Frederick Lim;Easier to monitor your investment compared to Welma. I haven't try other apps though..;5;1.7.1
615;Syarif Hamzah;Sangat membantu;5;
623;Iman Bagus Cahyady;Produk lengkap dan mudah dioperasikan;5;1.6.3
624;Antommy Fachrizal Arrafi;Secara experience no issue, semuanya lancar.;5;1.7.0
627;irfan assidiq;Best apps for reksadana and SBN investment;5;1.7.0
632;ATS Translation Service;Good for investing mutual fund, etc. 👍👍🙏;5;1.7.0
633;Telco DataCentre;Good;5;1.7.0
634;Ismarh Fadhlillah;"Proses transaksi sih sejauh ini Alhamdulillah saya tidak pernah menghadapi masalah apapun, lancar jaya. Selanjutnya RoboAdvisor juga menurut saya cukup membantu untuk mempermudah diversifikasi portofolio. Input dari saya sih, RoboAdvisor sebaiknya dipasangi ""switch"" untuk preferensi syariah, tujuannya jika investor mantap dengan reksadana syariah, maka rekomendasinya dapat dipersempit di reksadana syariah. Terima kasih";5;1.7.0
635;Chiyori's World;Keep up the good work Bareksa. 👍🏻;5;1.7.0
636;Firstiar Noorwinanto;Desain simpel dan cukup mudah/intuitif untuk digunakan. Pembayaran via OVO dan LinkAja juga memudahkan pengguna yg belinya ketengan/kecil-kecilan. Minusnya satu, bagian notifikasi masih ngebug. Yg sudah dibaca ga bisa ilang. Tolong buat fitur mark all notifications as read dan delete all notifications. Itu akan membantu.;5;1.7.0
637;DeHoney;easy to use;5;1.7.0
638;Rizky;Love it, easy to use. I think next improvement add more payment method like GoPay;5;1.4.3
640;Aidil Fitrisyah;Sampai saat ini masih senang berinvestasi disini, tampilan aplikasi simple, clean dan mudah di mengerti.;5;1.7.0
641;Daffi A. Prabowo;Secara keseluruhan bagus..mudah dipahami, user friendly..cuma perlu ditambahkan tombol utk menyimpan rekomendasi portofolio, terutama pada rekomendasi robo advisor;5;1.7.0
642;Silvia Simanjuntak;Mnataph;5;1.7.0
643;Chindy Chresna Agung Bujana;Its good app, good UI, but You should provide more options on payment method.;5;1.7.0
644;Arief Nugraha;Good;5;
645;salvito hardinata;Trusted!!! usefull!;5;1.7.0
646;Rie Susbandayani;Aplikasi mudah dimengerti bagi investor pemula, dan yanv lebih penting customer service cepat menanggapi masalah. Thanks Bareksa! 😊;5;1.7.0
647;ahmed ernando;Useful apps 👌;5;1.6.3
648;Gauthama Erwin Kemas;Muantap sekali... Jangan lupa utk selalu update ya.;5;
649;ninou hazuki;Setelah update terakhir, tidak bisa melihat kinerja produk yg saya beli melalui portofolio. Ketika saya klik produk melalui portofolio, tidak ada reaksi. Klo mau melihat kinerja produk portofolio harus lewat 'produk' terus cari secara manual, itu merepotkan dan membutuhkan waktu lama. Mohon segera diperbaiki;5;1.7.0
650;Vannisa Rindita;interface bagus cara bayar enak luv bgt lah;5;1.7.0
651;Lala Rifa;Cukup membantu untuk inves online..;5;1.6.3
652;David Suryadi;Nice apps...;5;1.7.0
653;Yasir Mukhtar;All good.;5;1.7.0
654;RUSTAM HALIM;Makin ditingkatkan;5;1.7.0
656;Eugenius Reinaldi;Fiturnya oke, user friendly. Ditambah robo advisor, jadi ga galau mau beli reksa dana yang mana.;5;1.7.0
657;Fenny Go;Walau reksadanaku merah terus, ku percaya akan hijau pada masanya.;5;1.6.3
658;JOE SEVEN;Huwooow it's really amazing app. So many innovation here, like Robo Advisor that seems like we have personal consultant;5;
659;zaki satria;Mantap;5;1.6.3
660;OmJhody;Bagus banget terima kasih bareksa;5;1.6.3
661;Asi Christo;List reksadana lengkap, bea minim banding bank, UI sangat intuitif ga ribet. Metode auto invest belum ada, sangat disarankan utk mulai menabung reksadana dg metode ini bila ada.;5;1.6.3
662;Imaniar AH;Sangat membantu pemula untuk berinvestasi;5;1.7.0
